reporting_year,facility_name,ghgrp_id,reported_address,latitude,longitude,city_name,county_name,state,zip_code,parent_companies,ghg_quantity_metric_tons_co2e,subparts,ghg_is_negative,source_sheet
2023,DUPONT TEIJIN FILMS,1003976,3600 DISCOVERY DR,37.350627,-77.291096,Chester,Chesterfield County,VA,23836,DUPONT TEIJIN FILMS (100%),14691.0,C,False,2023
2023,Darbytown Combustion Turbine,1000303,6001 FERGUS BLVD,37.4978,-77.368,Richmond,Henrico,VA,23883,DOMINION ENERGY INC (100%),85317.0,"C,D",False,2023
2023,Deep Mine 41,1009821,5703 Crutchfield Drive,36.970042,-82.604399,Norton,Wise County,VA,24273,ALPHA METALLURGICAL RESOURCES INC (100%),988518.0,FF,False,2023
2023,Disposal and Recycling Services of Lunenburg,1013659,45 Landfill Rd,36.924504,-78.24528,Lunenburg,Lunenburg County,VA,23952,MERIDIAN WASTE VIRGINIA (100%),45500.0,HH,False,2023
2023,Doswell Limited Partnership,1001259,10098 OLD RIDGE ROAD,37.8181,-77.4478,Ashland,Hanover,VA,23005,LS POWER EQUITY PARTNERS LP (100%),2581376.0,"C,D",False,2023
2023,Eastern Gas Transmission and Storage - Leesburg and Loudoun Stations (Tran),1011174,40620 Consolidated Lane,39.000559,-77.597059,Leesburg,Loudoun County,VA,20175,BERKSHIRE HATHAWAY INC (100%),27287.0,"C,W",False,2023
2023,Elizabeth River Combustion Turbine Sta,1000312,2837 SOUTH MILITARY HWY,36.7743,-76.3119,Chesapeake,Chesapeake (City),VA,23323,DOMINION ENERGY INC (100%),70924.0,D,False,2023
2023,FRANKLIN COUNTY LANDFILL,1000881,1255 FRANKLIN STREET - SUITE 112,36.99067,-79.90194,Rocky Mount,Franklin County,VA,24151,COUNTY OF FRANKLIN VIRGINIA (100%),63731.0,HH,False,2023
2023,FREDERICK COUNTY REGIONAL LANDFILL,1004247,280 LANDFILL ROAD,39.14105,-78.09905,Winchester,Frederick County,VA,22602,FREDERICK COUNTY DEPARTMENT OF PUBLIC WORKS (100%),70452.0,"C,HH",False,2023
2023,GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,1002654,1901 GOODYEAR BLVD,36.55935,-79.37319,Danville,Danville City,VA,24541,THE GOODYEAR TIRE & RUBBER CO (100%),50329.0,C,False,2023
2023,"GP Big Island, LLC",1000273,9363 Lee Jackson Hwy,37.534,-79.357,Big Island,Bedford,VA,24526,KOCH INDUSTRIES INC (100%),233196.0,"AA,C,TT",False,2023
2023,GREIF RIVERVILLE LLC,1003943,861 Fibre Plant Road,37.509849,-78.910831,Riverville,Amherst County,VA,24553,GREIF INC (100%),162501.0,"AA,C,TT",False,2023
2023,GRIFFIN PIPE PRODUCTS COMPANY - LYNCHBURG,1003289,10 ADAMS STREET - UPPER BASIN,37.420815,-79.140968,Lynchburg,Lynchburg City,VA,24505,QUIKRETE (100%),68595.0,C,False,2023
2023,Gordonsville Power Station,1000263,819 Hill Road,38.1245,-78.2031,Gordonsville,Louisa,VA,22942,DOMINION ENERGY INC (100%),417746.0,D,False,2023
2023,Gravel Neck Combustion Turbine,1000302,5208 HOG ISLAND ROAD,37.1575,-76.6911,Surry,Surry,VA,23883,DOMINION ENERGY INC (100%),64542.0,"C,D",False,2023
2023,Greensville County Power Station,1013219,2500 Rogers Rd.,36.719298,-77.649107,Emporia,Greensville County,VA,23847,DOMINION ENERGY INC (100%),3605193.0,"C,D",False,2023
2023,HAMPTON/NASA STEAM PLANT,1000564,50 WYTHE CREEK ROAD,37.1006,-76.39072,Hampton,Hampton City,VA,23666,CITY OF HAMPTON VIRGINIA (100%),18172.0,C,False,2023
2023,HP HOOD LLC,1007515,160 HOOD WAY,39.128189,-78.190829,Winchester,Frederick County,VA,22602,HP HOOD LLC (100%),75925.0,C,False,2023
2023,HUNTINGTON INGALLS INCORPORATED,1001958,4101 WASHINGTON AVE,36.98767,-76.43943,Newport News,Newport News City,VA,23607,HUNTINGTON INGALLS INDUSTRIES INC (100%),49707.0,"C,Q",False,2023
2023,Hopewell Energy Facility,1000318,1114 HERCULES ROAD,37.2914,-77.2821,Hopewell,Hopewell,VA,23860,Vistra Corp (100%),494746.0,"C,D",False,2023
2023,I-95 LANDFILL,1002110,9850 FURNACE RD,38.690583,-77.237391,Lorton,Fairfax County,VA,22079,FAIRFAX COUNTY GOVERNMENT (100%),27779.0,HH,False,2023
2023,Ingevity Virginia Corporation,1012867,958 East Riverside Street,37.803884,-79.992181,Covington,Covington City,VA,24426,INGEVITY CORP (100%),33686.0,C,False,2023
2023,International Paper Franklin Landfill,1010112,33997 Lees Mill Road,36.672834,-76.887309,Franklin,Isle Of Wight County,VA,23851,INTERNATIONAL PAPER CO (100%),98370.0,TT,False,2023
2023,International Paper-Franklin Mill,1000258,34040 UNION CAMP DR,36.6803,-76.9128,Franklin,Isle Of Wight,VA,23851,INTERNATIONAL PAPER CO (100%),106860.0,"AA,C,TT",False,2023
2023,JEWELL COAL & COKE,1005598,1034 Dismal River Road,37.234374,-82.043024,Oakwood,Buchanan County,VA,24631,SUNCOKE ENERGY INC (100%),376576.0,"C,Q",False,2023
2023,"James Hardie Building Products, Inc.",1012693,1000 James Hardie Way,37.059227,-80.731251,Pulaski,Pulaski County,VA,24301,JAMES HARDIE INDUSTRIES PUBLIC LTD CO (100%),27161.0,C,False,2023
2023,James Madison University,1012839,800 South Main Street,38.44111,-78.87445,Harrisonburg,Harrisonburg City,VA,22807,JAMES MADISON UNIVERSITY (100%),26502.0,C,False,2023
2023,KING AND QUEEN LANDFILL,1006300,1000 IRIS RD,37.6673,-76.7675,Little Plymouth,King And Queen County,VA,23091,REPUBLIC SERVICES INC (100%),104311.0,HH,False,2023
2023,KING GEORGE LANDFILL INC - WM,1007674,10376 BULLOCK DRIVE,38.277541,-77.314301,King George,King George County,VA,22485,WASTE MANAGEMENT INC (100%),223064.0,"C,HH",False,2023
2023,LHOIST NORTH AMERICA OF VIRGINIA INC,1002553,2093 BIG STONY CREEK RD,37.38156,-80.66442,Ripplemead,Giles County,VA,24150,LHOIST NORTH AMERICA INC (100%),246826.0,"C,S",False,2023
2023,LOUDOUN COUNTY SANITARY LANDFILL,1002490,21101 EVERGREEN MILLS RD,39.0429,-77.5897,Leesburg,Loudoun County,VA,20175,COUNTY OF LOUDOUN VIRGINIA (100%),16187.0,HH,False,2023
2023,Ladysmith Combustion Turbine Sta,1001161,8063 CEDON ROAD,38.064527,-77.508465,Woodford,Caroline,VA,22580,DOMINION ENERGY INC (100%),471194.0,"C,D",False,2023
2023,Livingston Landfill,1005300,6241 Massey Road,38.12944,-77.71766,Spotsylvania,Spotsylvania County,VA,22551,SPOTSYLVANIA COUNTY (100%),82357.0,"C,HH",False,2023
2023,Louisa Generation Facility,1007183,3352 Klockner Road,38.1181,-78.2139,Gordonsville,Louisa,VA,22942,OLD DOMINION ELECTRIC COOPERATIVE (100%),158001.0,"C,D",False,2023
2023,MAPLEWOOD RECYCLING AND WASTE DISPOSAL,1007610,20221 MAPLEWOOD ROAD,37.312186,-78.06143,Jetersville,Amelia County,VA,23083,WASTE MANAGEMENT INC (100%),85977.0,"C,HH",False,2023
2023,MIDDLE PENINSULA LANDFILL,1007635,3714 WASTE MANAGEMENT WAY,37.521681,-76.624614,Saluda,Gloucester County,VA,23149,WASTE MANAGEMENT INC (100%),57194.0,"C,HH",False,2023
2023,Marsh Run Generation Facility,1001160,12109 Lucky Hill Road,38.5283,-77.7681,Remington,Fauquier,VA,22734,OLD DOMINION ELECTRIC COOPERATIVE (100%),130865.0,"C,D",False,2023
2023,McClure River Prep Plant,1010587,2079 Herndon Road,37.1046018,-82.3948171,Mcclure,,VA,24269,ALPHA METALLURGICAL RESOURCES INC (100%),26526.0,C,False,2023
2023,Merck Sharp & Dohme LLC,1003595,2778 SOUTH EASTSIDE HIGHWAY,38.382253,-78.645033,Elkton,Rockingham County,VA,22827,MERCK & CO INC (100%),40615.0,C,False,2023
2023,"Micron Technology, Inc.",1009805,9600 Godwin Drive,38.74876,-77.51142,Manassas,Manassas City,VA,20110,MICRON TECHNOLOGY INC (100%),243398.0,"C,I",False,2023
2023,NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,1006741,931 DUNLUCE RD,37.717226,-77.115462,King William,King William County,VA,23086,NESTLE HOLDINGS INC (100%),41700.0,C,False,2023
2023,NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY,1007662,7100 CLOYD'S MOUNTAIN ROAD,37.19319,-80.66975,Dublin,Pulaski County,VA,24084,NEW RIVER RESOURCE AUTHORITY (100%),73763.0,HH,False,2023
2023,O-N MINERALS CHEMSTONE COMPANY,1006362,508 QUARRY LANE,39.25669,-78.0848,Clear Brook,Frederick County,VA,22624,CARMEUSE LIME INC (100%),142590.0,"C,S",False,2023
2023,OGDEN MARTIN SYS OF FAIRFAX,1006177,9898 FURNACE ROAD,38.6954,-77.2407,Lorton,Fairfax County,VA,22079,COVANTA HOLDING CORP (100%),396001.0,C,False,2023
2023,OLD DOMINION LANDFILL,1006252,2001 CHARLES CITY RD,37.51329217662849,-77.37167212845598,Richmond,Richmond City,VA,23231,REPUBLIC SERVICES INC (100%),63625.0,HH,False,2023
2023,ORANGE COUNTY LANDFILL,1007397,"11530 PORTOR ROAD, RTE 635",38.2411,-78.0341,Orange,Orange County,VA,22960,COUNTY OF ORANGE VIRGINIA (100%),31710.0,HH,False,2023
2023,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,1002929,29 GLASSBLOWER LN,36.60268,-79.32479,Ringgold,Pittsylvania County,VA,24586,O-I GLASS INC (100%),48541.0,"C,N",False,2023
2023,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,1006050,150 INDUSTRIAL BOULEVARD,37.38635,-76.79756,Toano,James City County,VA,23168,O-I GLASS INC (100%),61679.0,"C,N",False,2023
2023,PERDUE AGRIBUSINESS LLC,1002713,501 Barnes Road,36.80376,-76.28578,Chesapeake,Chesapeake City,VA,23324,PERDUE FARMS INC (100%),30967.0,C,False,2023
2023,PERDUE FARMS INCORPORATED - ACCOMACK,1002710,22520 LANKFORD HIGHWAY,37.736111,-75.656111,Accomac,Accomack County,VA,23301,PERDUE FARMS INC (100%),44613.0,"C,II",False,2023
2023,PETERSBURG CITY LANDFILL,1003322,390 INDUSTRIAL DR,37.242262,-77.373603,Petersburg,Petersburg City,VA,23803,CFS GROUP DISPOSAL & RECYCLING SERVICES LLC (100%),42744.0,HH,False,2023
2023,PHILIP MORRIS USA - PARK 500,1006268,4100 BERMUDA HUNDRED ROAD,37.341835,-77.282102,Chester,Chesterfield County,VA,23836,ALTRIA GROUP INC (100%),31412.0,C,False,2023
2023,PILGRIM'S PRIDE CORPORATION PROCESSING AND RENDERING FACILITY,1011277,330 COOP DRIVE,38.633617,-78.784769,Timberville,Rockingham County,VA,22853,JBA USA HOLDINGS LLC (100%),21854.0,C,False,2023
2023,PRINCE WILLIAM COUNTY SANITARY LANDFILL,1004707,14811 DUMFRIES ROAD,38.634597,-77.428519,Manassas,Prince William County,VA,20112,PRINCE WILLIAM COUNTY PUBLIC WORKS DEPARTMENT SOLID WASTE DIV (100%),4968.0,"C,HH",False,2023
2023,Philip Morris USA,1003707,3601 Commerce Road,37.47321,-77.42943,Richmond,Richmond City,VA,23234,ALTRIA GROUP INC (100%),35055.0,C,False,2023
2023,Possum Point Power Station,1000966,19000 POSSUM POINT ROAD,38.5367,-77.2806,Dumfries,Prince William,VA,22026,DOMINION ENERGY INC (100%),742576.0,"C,D",False,2023
2023,Potomac Energy Center,1012160,20260 Energy Park Drive,39.056099,-77.541791,Leesburg,Loudoun County,VA,20175,ARES CAPITAL CORP (100%),1655660.0,"C,D",False,2023
2023,ROANOKE CEMENT CO - CLOVERDALE,1000633,6071 CATAWBA ROAD,37.4604,-79.9948,Troutville,Botetourt County,VA,24175,TITAN AMERICA LLC (100%),799497.0,"C,H",False,2023
2023,ROANOKE ELECTRIC STEEL CORPORATION,1000714,102 WESTSIDE BOULEVARD,37.27251,-79.99861,Roanoke,Roanoke City,VA,24017,STEEL DYNAMICS INC (100%),97145.0,"C,Q",False,2023
2023,ROCKINGHAM COUNTY LANDFILL,1007826,813 Greendale RD,38.400409,-78.895222,Harrisonburg,Harrisonburg City,VA,22801,ROCKINGHAM COUNTY VIRGINIA (100%),13821.0,"C,HH",False,2023
2023,Region 2000 Regional Landfill - Livestock Road Facility,1010693,361 Livestock Road,37.279997,-79.15871,Rustburg,Campbell County,VA,24588,REGION 2000 SERVICES AUTHORITY (100%),52118.0,"C,HH",False,2023
2023,Remington Combustion Turbine Station,1001162,12025 LUCKY HILL ROAD,38.54591,-77.77227,Remington,Fauquier,VA,22734,DOMINION ENERGY INC (100%),165781.0,"C,D",False,2023
2023,SHOOSMITH SANITARY LANDFILL,1007088,11800 LEWIS ROAD,37.35109,-77.49563,Chester,Chesterfield County,VA,23831,SHOOSMITH BROS INC (100%),60673.0,HH,False,2023
2023,SMITH GAP REGIONAL LANDFILL,1003666,8484 BRADSHAW RD,37.2891,-80.2134,Salem,Roanoke County,VA,24153,COUNTY OF ROANOKE VIRGINIA (100%),97626.0,HH,False,2023
2023,SMITHFIELD FRESH MEATS CORP-SMITHFIELD,1004116,601 NORTH CHURCH STREET,36.994912,-76.629501,Smithfield,Isle Of Wight County,VA,23430,SMITHFIELD FOODS INC (100%),8329.0,"C,II",False,2023
2023,SPSA Regional Landfill,1014304,1 Bob Foeller Drive,36.7564,-76.50915,Suffolk,Suffolk City,VA,23434,Southeastern Public Service Authority (100%),18953.0,HH,False,2023
2023,SRPSA Butcher Creek Landfill,1010994,4803 Highway 92,36.731009,-78.428012,Chase City,Mecklenburg County,VA,23924,SOUTHSIDE REGIONAL PUBLIC SERVICE AUTHORITHY (100%),47292.0,HH,False,2023
2023,ST Tissue - Franklin Facility,1013902,34050 Union Camp Drive,36.67816,-76.91079,Franklin,Isle Of Wight County,VA,23851,TAK INVESTMENT LLC (100%),50069.0,C,False,2023
2023,STAFFORD COUNTY LANDFILL,1007096,489 ESKIMO HILL RD,38.38066,-77.413488,Stafford,Stafford County,VA,22554,COUNTY OF STAFFORD VIRGINIA (100%),75197.0,"C,HH",False,2023
2023,"Seven Hills Paperboard, LLC",1011175,1801 Concord Turnpike,37.403741,-79.128076,Lynchburg,Lynchburg City,VA,24504,SAINT-GOBAIN CORP (100%),32734.0,C,False,2023
2023,Shenandoah County Landfill,1004847,349 Landfill Road,38.83853,-78.5485,Edinburg,Shenandoah County,VA,22824,SHENANDOAH COUNTY VIRGINIA (100%),9321.0,"C,HH",False,2023
2023,Sonoco Richmond,1011729,1850 Commerce Road,37.49572,-77.43354,Richmond,Richmond City,VA,23218,SONOCO PRODUCTS CO (100%),26460.0,C,False,2023
2023,"Spruance Operating Services, LLC",1013345,5001 Commerce Road,37.45566,-77.4267,Richmond,Richmond City,VA,23234,VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP (100%),321365.0,D,False,2023
2023,THE LYCRA COMPANY LLC,1002342,400 DU PONT BOULEVARD,38.061111,-78.883333,Waynesboro,Waynesboro City,VA,22980,THE LYCRA CO LLC (100%),30257.0,C,False,2023
2023,TRANSCO STATION 165/166,1006997,945 TRANSCO ROAD,36.83236,-79.33587,Chatham,Pittsylvania County,VA,24531,THE WILLIAMS COS INC (100%),150128.0,"C,W",False,2023
2023,TRANSCO STATION 170,1007042,2444 PUMPING STATION ROAD,37.345201,-78.87385,Appomattox,Appomattox County,VA,24522,THE WILLIAMS COS INC (100%),96725.0,"C,W",False,2023
2023,TRANSCO STATION 180,1008046,7444 EVERONA RD,38.301948,-77.9624,Unionville,Orange County,VA,22567,THE WILLIAMS COS INC (100%),103186.0,"C,W",False,2023
2023,TRANSCO STATION 185,1006998,10201 BALLS FORD RD,38.8021,-77.5017,Manassas,Prince William County,VA,20109,WILLIAMS COS INC (THE) (100%),15001.0,"C,W",False,2023
2023,TYSON FARMS INC - TEMPERANCEVILLE,1004952,11224 LANKFORD HIGHWAY,37.885,-75.555278,Temperanceville,Accomack County,VA,23442,TYSON FOODS INC (100%),36717.0,"C,II",False,2023
2023,Tazewell County Landfill,1005371,245 Lynn Hollow Road,37.1852,-81.4438,North Tazewell,Tazewell County,VA,24630,TAZEWELL COUNTY BOARD OF SUPERVISORS (100%),66084.0,HH,False,2023
2023,Tenaska Virginia Generating Station,1000818,2300 BRANCH ROAD,37.8667,-78.3813,Scottsville,Fluvanna,VA,24590,TENASKA INC (100%),1529451.0,D,False,2023
2023,UNIVERSITY OF VIRGINIA,1001929,575 ALDERMAN ROAD,38.03578,-78.514096,Charlottesville,Charlottesville City,VA,22903,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA (100%),75338.0,C,False,2023
2023,US ARMY - FORT BELVOIR,1005367,9820 FLAGLER ROAD,38.692183,-77.133478,Fort Belvoir,Fairfax County,VA,22060,US GOVERNMENT (%),23584.0,C,False,2023
2023,US ARMY RADFORD ARMY AMMUNITION PLANT,1001818,4050 Peppers Ferry Road,37.180556,-80.541111,Radford,Montgomery County,VA,24143,US GOVERNMENT (%),157692.0,C,False,2023
2023,"US NAVY, NAVY STATION, NORFOLK",1008027,1510 GILBERT STREET,36.947526,-76.314642,Norfolk,Norfolk City,VA,23511,US GOVERNMENT (%),110167.0,C,False,2023
2023,USA WASTE OF VIRGINIA LANDFILLS - BETHEL LANDFILL,1007689,100 NORTH PARK LANE,37.07206,-76.42688,Hampton,Hampton City,VA,23666,WASTE MANAGEMENT INC (100%),41115.0,"C,HH",False,2023
2023,VCU EAST PLANT,1004990,1040 OLIVER HILL WAY,37.54267,-77.42428,Richmond,Richmond City,VA,23298,VIRGINIA COMMONWEALTH UNIVERSITY (100%),37808.0,C,False,2023
2023,VOLVO TRUCKS NORTH AMERICA,1004738,4881 COUGAR TRAIL ROAD,37.07583,-80.71111,Dublin,Pulaski County,VA,24084,VOLVO GROUP TRUCK OPERATIONS (100%),26281.0,C,False,2023
2023,Virginia City Hybrid Energy Center,1000552,3425 Russell Creek Road,36.9161,-82.3381,St. Paul,Wise,VA,24283,DOMINION ENERGY INC (100%),724234.0,D,False,2023
2023,Virginia Electric and Power Company,1009971,120 Tredegar Street,37.533948,-77.452741,Richmond,Richmond City,VA,23219,DOMINION ENERGY INC (100%),112427.0,DD,False,2023
2023,Virginia Natural Gas,1004180,150 West Main Street,36.84668,-76.29339,Norfolk,Norfolk City,VA,23510,THE SOUTHERN CO (100%),48573.0,"NN,W",False,2023
2023,Virginia Tech,1005660,112 MAINTENANCE COMPLEX,37.23215,-80.42173,Blacksburg,Montgomery County,VA,24061,COMMONWEALTH OF VIRGINIA (100%),66032.0,C,False,2023
2023,WASHINGTON GAS LIGHT COMPANY,1001917,6801 INDUSTRIAL ROAD,38.79844,-77.1793,Springfield,Fairfax County,VA,22151,ALTAGAS SERVICES (US) INC (100%),67737.0,"NN,W",False,2023
2023,WASTE MANAGEMENT CHARLES CITY LANDFILL,1007583,8000 CHAMBERS RD,37.433333,-77.126976,Charles City,Charles City County,VA,23030,WASTE MANAGEMENT INC (100%),33942.0,"C,HH",False,2023
2023,"WWF Operating Company, LLC",1013246,6364 South Valley Pike,38.366389,-78.937778,Mount Crawford,Rockingham County,VA,22841,DANONE NORTH AMERICA PUBLIC BENEFIT CORP (100%),32533.0,C,False,2023
2023,Warren County Power Station,1011685,477 Kelley Drive,38.96986,-78.179995,Front Royal,Warren County,VA,22630,DOMINION ENERGY INC (100%),3136841.0,"C,D",False,2023
2023,Washington Gas Light Company (MD),1007849,6801 Industrial Road,38.79844,-77.1793,Springfield,Fairfax County,VA,22151,ALTAGAS SERVICES (US) INC (100%),55256.0,"NN,W",False,2023
2023,Washington Gas Light Company (VA),1007850,6801 Industrial Rd,38.79844,-77.1793,Springfield,Fairfax County,VA,22151,ALTAGAS SERVICES (US) INC (100%),50463.0,"NN,W",False,2023
2023,"WestRock CP, LLC - West Point Mill",1005579,1901 MAIN STREET,37.5392,-76.8053,West Point,King William County,VA,23181,WESTROCK CO (100%),587189.0,"AA,C,TT",False,2023
2023,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",1008708,910 INDUSTRIAL STREET,37.302012,-77.264354,Hopewell,Hopewell City,VA,23860,WESTROCK CO (100%),139394.0,"AA,C",False,2023
2023,"WestRock Virginia, Covington",1000256,104 EAST RIVERSIDE ST,37.7997,-79.9946,Covington,Alleghany,VA,24426,WESTROCK CO (100%),970084.0,"AA,C,TT",False,2023
2023,Wheelabrator Portsmouth Inc.,1004969,3809 ELM AVENUE,36.8087,-76.3035,Portsmouth,Portsmouth City,VA,23704,MIP IV BOOMERANG HOLDINGS LLC (100%),97740.0,C,False,2023
2023,Wolf Hills Energy,1001401,14555 INDUSTRIAL PARK RD,36.6644,-82.1044,Bristol,Washington,VA,24202,MIDDLE RIVER POWER LLC (100%),45720.0,D,False,2023
2023,Yorktown Power Station,1001205,1600 WATERVIEW ROAD,37.2144,-76.4611,Yorktown,York,VA,23692,DOMINION ENERGY INC (100%),1733.0,"C,D",False,2023
